api,family,method,dtype,layout,args,numpy_status,numpy_shape,numpy_dtype,numpy_error,numpy_message,numpy_mutated,charex_status,charex_shape,charex_dtype,charex_error,charex_message,charex_mutated,same_outcome,values_match
char,comparison,not_equal,U,empty-stride-1d,"shape=(0,),strides=(32,),dtype=<U8,writeable=True | shape=(0,),strides=(32,),dtype=<U8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,comparison,not_equal,U,empty-stride-1d,"shape=(0,),strides=(32,),dtype=<U8,writeable=True | shape=(0,),strides=(32,),dtype=<U8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
char,comparison,not_equal,U,contiguous-2d,"shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True | shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,not_equal,U,contiguous-2d,"shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True | shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,comparison,not_equal,U,broadcast-2d,"shape=(2, 1),strides=(32, 32),dtype=<U8,writeable=True | shape=(1, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,not_equal,U,broadcast-2d,"shape=(2, 1),strides=(32, 32),dtype=<U8,writeable=True | shape=(1, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,comparison,not_equal,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True | shape=(2,),strides=(32,),dtype=<U8,writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape.  Mismatch is between arg 0 and arg 1.,False,True,
strings,comparison,not_equal,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True | shape=(2,),strides=(32,),dtype=<U8,writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape.  Mismatch is between arg 0 and arg 1.,False,True,
strings,comparison,not_equal,T,zero-dimensional,"shape=(),strides=(),dtype=StringDType(),writeable=True | shape=(),strides=(),dtype=StringDType(),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,comparison,not_equal,T,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=True | shape=(4,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,comparison,not_equal,T,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=False | shape=(4,),strides=(16,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,comparison,not_equal,T,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(),writeable=True | shape=(3,),strides=(32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,comparison,not_equal,T,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(),writeable=True | shape=(3,),strides=(-32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,comparison,not_equal,T,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(),writeable=False | shape=(4,),strides=(0,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,comparison,not_equal,T,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(),writeable=True | shape=(0,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,comparison,not_equal,T,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(),writeable=True | shape=(2, 3),strides=(48, 16),dtype=StringDType(),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,not_equal,T,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(),writeable=True | shape=(1, 3),strides=(48, 16),dtype=StringDType(),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,not_equal,T,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(),writeable=True | shape=(2,),strides=(16,),dtype=StringDType(),writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape,False,True,
strings,comparison,not_equal,T-na-string,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(),strides=(),dtype=StringDType(na_object='MISSING'),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,comparison,not_equal,T-na-string,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,comparison,not_equal,T-na-string,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=False | shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,comparison,not_equal,T-na-string,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(3,),strides=(32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,comparison,not_equal,T-na-string,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(3,),strides=(-32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,comparison,not_equal,T-na-string,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object='MISSING'),writeable=False | shape=(4,),strides=(0,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,comparison,not_equal,T-na-string,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(0,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,comparison,not_equal,T-na-string,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,not_equal,T-na-string,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(1, 3),strides=(48, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,not_equal,T-na-string,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(2,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape,False,True,
strings,comparison,not_equal,T-na-nan,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object=nan),writeable=True | shape=(),strides=(),dtype=StringDType(na_object=nan),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,comparison,not_equal,T-na-nan,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True | shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,comparison,not_equal,T-na-nan,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=False | shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,comparison,not_equal,T-na-nan,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object=nan),writeable=True | shape=(3,),strides=(32,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,comparison,not_equal,T-na-nan,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object=nan),writeable=True | shape=(3,),strides=(-32,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,comparison,not_equal,T-na-nan,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object=nan),writeable=False | shape=(4,),strides=(0,),dtype=StringDType(na_object=nan),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,comparison,not_equal,T-na-nan,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True | shape=(0,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,comparison,not_equal,T-na-nan,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object=nan),writeable=True | shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object=nan),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,not_equal,T-na-nan,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object=nan),writeable=True | shape=(1, 3),strides=(48, 16),dtype=StringDType(na_object=nan),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,not_equal,T-na-nan,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True | shape=(2,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape,False,True,
char,comparison,greater,S,python-scalar,bytes:b'abcabc' | bytes:b'abc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,comparison,greater,S,python-scalar,bytes:b'abcabc' | bytes:b'abc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,comparison,greater,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True | shape=(),strides=(),dtype=|S8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,comparison,greater,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True | shape=(),strides=(),dtype=|S8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,comparison,greater,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True | shape=(4,),strides=(8,),dtype=|S8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,comparison,greater,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True | shape=(4,),strides=(8,),dtype=|S8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,comparison,greater,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False | shape=(4,),strides=(8,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,comparison,greater,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False | shape=(4,),strides=(8,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,comparison,greater,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True | shape=(3,),strides=(16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,greater,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True | shape=(3,),strides=(16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,comparison,greater,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True | shape=(3,),strides=(-16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,greater,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True | shape=(3,),strides=(-16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,comparison,greater,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False | shape=(4,),strides=(0,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,greater,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False | shape=(4,),strides=(0,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,comparison,greater,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True | shape=(0,),strides=(8,),dtype=|S8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,comparison,greater,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True | shape=(0,),strides=(8,),dtype=|S8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
char,comparison,greater,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True | shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,greater,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True | shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,comparison,greater,S,broadcast-2d,"shape=(2, 1),strides=(8, 8),dtype=|S8,writeable=True | shape=(1, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,greater,S,broadcast-2d,"shape=(2, 1),strides=(8, 8),dtype=|S8,writeable=True | shape=(1, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,comparison,greater,S,shape-mismatch-1d,"shape=(3,),strides=(8,),dtype=|S8,writeable=True | shape=(2,),strides=(8,),dtype=|S8,writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape.  Mismatch is between arg 0 and arg 1.,False,True,
strings,comparison,greater,S,shape-mismatch-1d,"shape=(3,),strides=(8,),dtype=|S8,writeable=True | shape=(2,),strides=(8,),dtype=|S8,writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape.  Mismatch is between arg 0 and arg 1.,False,True,
char,comparison,greater,U,python-scalar,str:'abcabc' | str:'abc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,comparison,greater,U,python-scalar,str:'abcabc' | str:'abc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,comparison,greater,U,zero-dimensional,"shape=(),strides=(),dtype=<U8,writeable=True | shape=(),strides=(),dtype=<U8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,comparison,greater,U,zero-dimensional,"shape=(),strides=(),dtype=<U8,writeable=True | shape=(),strides=(),dtype=<U8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,comparison,greater,U,contiguous-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=True | shape=(4,),strides=(32,),dtype=<U8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,comparison,greater,U,contiguous-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=True | shape=(4,),strides=(32,),dtype=<U8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,comparison,greater,U,readonly-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=False | shape=(4,),strides=(32,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,comparison,greater,U,readonly-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=False | shape=(4,),strides=(32,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,comparison,greater,U,positive-stride-1d,"shape=(3,),strides=(64,),dtype=<U8,writeable=True | shape=(3,),strides=(64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,comparison,greater,U,positive-stride-1d,"shape=(3,),strides=(64,),dtype=<U8,writeable=True | shape=(3,),strides=(64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,comparison,greater,U,negative-stride-1d,"shape=(3,),strides=(-64,),dtype=<U8,writeable=True | shape=(3,),strides=(-64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
